id_transacao,data_da_venda,nome_produto,categoria_prod,qtd_vendida,preco_unitario,uf_cliente,id_cliente,forma_pagamento
TRN-36564,2026-04-02,Fone de Ouvido,Audio,7,BRL 166.93,RS,9907,CARTAO DE CREDITO
TRN-17537,31/01/2026,Tablet Z,,1,BRL 1090.05,GO,4732 ,Boleto Bancario
TRN-27410,2026-05-23,Monitor 24,Perifericos,11,"815,88",PE-,5295,Pix
TRN-5940,2026/03/29 00:00:00,Notebook X,Eletronicos,9 pcs,3236.8614788722034,PR-,7887,boleto bancario
TRN-35704,2026-04-05,Monitor 24,Perifericos,6,853.92,GO,2270,Cartao de Credito
TRN-19935,2026/04/10 00:00:00,  Tablet Z ,Eletronicos,15,sem preco, MG ,6178,Pix
TRN-29290,18.02.26,Mouse Sem Fio,Perifericos,9,sem preco,CE,7295,boleto bancario
36148,2026-03-05,,Audio,6,"185,86",BA,1504,Pix
TRN-275,02.01.26,Mouse Sem Fio,Perifericos,9,"R$ 108,32",RJ,5651,
TRN-32367,2026-03-08,MONITOR 24,Perifericos,4,sem preco,ba,8815,Pix
TRN-8580,04-06-2026,Mouse Sem Fio,Perifericos,14.0,BRL 121.42, SC ,3768,Cartao de Credito
TRN-47242,2026-02-25,SMARTPHONE Y,Eletronicos,7,"1970,06",SC,5718,
TRN-41715,04-25-2026,Fone de Ouvido,Audio,12,"R$ 186,34",PE,4740,Pix
TRN-16491,2026-04-17,Sm@rtphon3 Y,ND,4,BRL 1908.34,SC,1356,Boleto Bancario
TRN-49268,2026-04-06,Monitor 24,Perifericos,3,803.86,SC,6321,Boleto Bancario
TRN-928,04-04-2026,tablet z,Eletronicos,10,"R$ 1.165,21",BA,4637,Cartao de Credito
TRN-45990,17.01.26,Mouse Sem Fio,Perifericos,9,"R$ 118,65",RJ,ID-2666,Cartao de Credito
TRN-21284,2026/01/17 00:00:00,Smartphone Y,Eletronicos,9 pcs,BRL 2284.98, RJ ,5010,Boleto Bancario
TRN-14441,04-30-2026,mouse sem fio,,4,128.73,SP,6789,CARTAO DE CREDITO
TRN-10400,2026/01/07 00:00:00,mouse sem fio,ND,4,127.07, RS ,2042,Cartao de Credito
TRN-42695,29/01/2026,Teclado Mecanico,Perifericos,3,247.03900401019487, SP ,1782,Pix
TRN-31021,2026/05/05 00:00:00,Monitor 24,ND,11 pcs,833.5153785881064,SC,7726,Pix
TRN-45934,2026-03-29,Smartphone Y,Eletronicos,,"2297,53",BA,6653,Cartao de Credito
TRN-31832,2026-05-20,Tablet Z,eletronicos,14,"1310,40",PR,4592,
45273,08/02/2026,Teclado Mecanico,Perifericos,11,"262,16",SP,9520,Boleto Bancario
TRN-46613,06/06/2026,  Monitor 24 ,Perifericos,3,843.0278876482843,BA,3114,Cartao de Credito
TRN-16508,04-13-2026,Fone de Ouvido,Audio,12,183.52,GO,1708,Cartao de Credito
TRN-31373,2026-02-05,,audio,9,"191,68",MG,ID-6560,Cartao de Credito
TRN-26246,05-19-2026,Smartphone Y,ND,10,sem preco,CE,6468,CARTAO DE CREDITO
TRN-37231,03/02/2026,tablet z,Eletronicos,2,1245.0080873516736,RS,7733,Cartao de Credito
TRN-48496,2026/04/01 00:00:00,Monitor 24,Perifericos,5.0,"762,89",RJ,6071,Cartao de Credito
TRN-37095,03-24-2026,Fone de Ouvido,Audio,9,184.16,PR,1106,pix
TRN-8674,02.01.26,MOUSE SEM FIO,Perifericos,5,BRL 119.00, RS ,ID-9525,Boleto Bancario
TRN-30540,30.06.26,monitor 24,Perifericos,11,BRL 767.19,CE,8317,Pix
TRN-9223,2026/04/22 00:00:00,Tablet Z,Eletronicos,7,1107.215163762656,SC,7346,Cartao de Credito
TRN-47103,05.05.26,,Eletronicos,,3624.11,SP,4655,Pix
TRN-37591,01-08-2026,Smartphone Y,Eletronicos,5,"2154,24",RS,2348,Cartao de Credito
48310,2026-04-13,Mouse Sem Fio,Perifericos,10.0,"117,05",RJ,1314,Boleto Bancario
TRN-10273,N/A,,Perifericos,3 pcs,sem preco,SP,ID-8139,Cartao de Credito
TRN-26865,06-08-2026,,Perifericos,12,"128,16",RJ,4374,Pix
TRN-42838,15/04/2026,Teclado Mecanico,perifericos,10,268.29,CE-,ID-3634,Boleto Bancario
TRN-36055,2026-03-20,Smartphone Y,Eletronicos,4.0,sem preco,PR,8490,CC
TRN-21827,N/A,  Notebook X ,Eletronicos,5,BRL 3496.93,mg,4159,Boleto Bancario
TRN-9971,N/A,  Notebook X ,ND,13,3717.997216584736,BA,2543,Boleto Bancario
TRN-26478,2026/02/26 00:00:00,Monitor 24,Perifericos,9,sem preco,MG,1179,Pix
TRN-7149,03-09-2026,  Smartphone Y ,Eletronicos,5 pcs,BRL 2224.09, SC ,9920,Boleto Bancario
TRN-44024,2026/06/01 00:00:00,,Audio,6.0,"185,19",RJ,ID-6922,Pix
TRN-44678,30.04.26,Tablet Z,Eletronicos,6.0,1253.81,SP,1429,Pix
TRN-24110,2026/02/07 00:00:00,Smartphone Y,Eletronicos,12,2208.47, GO ,5042,cartao de credito
TRN-40555,02-05-2026,,Eletronicos,8,"R$ 2.201,98",pe,2622,Pix
TRN-25296,10.02.26,Teclado Mecanico,Perifericos,6,"257,43",PR,8409,Cartao de Credito
TRN-17071,2026/03/28 00:00:00,smartphone y,,5.0,"2082,87",SP,3671,Boleto Bancario
TRN-48526,27.06.26,Teclado Mecanico,ND,11,"270,35",SP,ID-9868,Cartao de Credito
TRN-12871,07/05/2026,  Fone de Ouvido ,Audio,3,191.44,pe,ID-1012,Cartao de Credito
TRN-36183,N/A,Monitor 24,ND,1.0,804.80,RS,ID-3968,Pix
TRN-48374,2026-04-07,Tablet Z,,6 pcs,BRL 1273.16,GO,4633,Pix
TRN-9204,2026-05-08,mouse sem fio,Perifericos,,BRL 109.67,PE,5657,boleto bancario
TRN-38712,N/A,Monitor 24,Perifericos,15,"815,20",GO,3784,cartao de credito
TRN-3600,25.01.26,Notebook X,ND,8,3718.6735108957964,MG-,9792 ,Cartao de Credito
TRN-24003,03-15-2026,Notebook X,Eletronicos,-9,"R$ 3.328,43",RS,3581 ,Pix
TRN-11484,2026-02-18,Smartphone Y,Eletronicos,11,BRL 2175.82,RJ,1519,pix
TRN-26665,2026-02-08,Tablet Z,Eletronicos,13,BRL 1210.80,RJ,1304,Cartao de Credito
TRN-46327,05-17-2026,Fone de Ouvido,Audio,3,"190,51",PR,9893,Cartao de Credito
TRN-39257,2026-04-08,Fone de Ouvido,Audio,4,"191,77",GO-,6442,Boleto Bancario
TRN-25766,31/05/2026,Mouse Sem Fio,,4,115.41,SC,3380,Cartao de Credito
TRN-40730,2026/06/27 00:00:00,Mouse Sem Fio,Perifericos,12,"111,57",RS,1242,Cartao de Credito
TRN-23016,02-18-2026,Monitor 24,Perifericos,5,852.77,BA,6344,Boleto Bancario
TRN-35149,2026/03/19 00:00:00,Fone de Ouvido,Audio,3,"189,20",BA,2567,Boleto Bancario
TRN-10245,2026/05/03 00:00:00,FONE DE OUVIDO,Audio,1,"R$ 187,20",BA,2932,Cartao de Credito
TRN-39310,2026-04-30,Fone de Ouvido,audio,6,"R$ 176,18",CE,2296,Boleto Bancario
TRN-21886,06.04.26,Tablet Z,Eletronicos,4,BRL 1087.48,RS,3127,Pix
TRN-27717,11.01.26,Notebook X,Eletronicos,4,"R$ 3.351,25",MG,8457,Boleto Bancario
18513,28.05.26,Tablet Z,Eletronicos,3,1243.67,PE,5161,Boleto Bancario
TRN-35317,2026-05-25,MONITOR 24,,15 pcs,BRL 727.25,SP,8618,CC
TRN-4827,06-25-2026,T3cl@do M3c@nico,Perifericos,11,240.45,MG,8440,cartao de credito
TRN-41288,2026-02-08,,,4 pcs,"869,87",PE,3643,Cartao de Credito
TRN-48627,28/04/2026,Monitor 24,,,722.96,PE-,6761,Boleto Bancario
TRN-10683,2026/05/14 00:00:00,  Smartphone Y ,eletronicos,12,2034.65,MG,8269,CARTAO DE CREDITO
TRN-17074,2026-03-12,Smartphone Y,Eletronicos,5,"2025,42",BA,9465,CC
45352,12/06/2026,Fone de Ouvido,Audio,12,"173,93",RJ,3383,pix
TRN-42224,2026/02/14 00:00:00,SMARTPHONE Y,Eletronicos,1,"R$ 2.090,05",MG,1245,Pix
TRN-16229,02.01.26,FONE DE OUVIDO,Audio,15,175.4587433146438,BA,8324,Boleto Bancario
TRN-74,04-18-2026,Fone de Ouvido,audio,4,"184,14",ce,4810,Cartao de Credito
TRN-24645,2026-04-10,Teclado Mecanico,perifericos,,BRL 267.53,SC,9558,
TRN-11402,2026-04-21,T@bl3t Z,ND,3,1238.97,pe,ID-2071,Pix
TRN-20773,02.02.26,  Teclado Mecanico ,Perifericos,-12,BRL 249.08,MG,9105 ,Cartao de Credito
TRN-6707,04-24-2026,  Smartphone Y ,Eletronicos,7,BRL 2036.69,SP,6058,Cartao de Credito
TRN-19544,01/05/2026,Smartphone Y,Eletronicos,8,2048.9878923572273,GO,7339,CARTAO DE CREDITO
TRN-47152,01-19-2026,,Eletronicos,2,1197.20,SP,5896,Boleto Bancario
TRN-17820,2026/03/19 00:00:00,  Monitor 24 ,Perifericos,13,"844,55",PE,2580,Boleto Bancario
TRN-14419,08/03/2026,Mous3 S3m Fio,Perifericos,15,BRL 124.98,MG,6111 ,pix
TRN-27557,05-02-2026,MONITOR 24,,15,"R$ 791,54",SC,ID-4956,Pix
TRN-3959,03-05-2026,Monitor 24,Perifericos,13 pcs,819.02,PR,6688,Boleto Bancario
TRN-28156,2026/02/06 00:00:00,Tablet Z,Eletronicos,9.0,1204.32,GO,8691,Cartao de Credito
TRN-38790,2026-05-14,Smartphone Y,Eletronicos,4,2187.7528894732914,SP-,9959,Cartao de Credito
TRN-44921,N/A,Smartphone Y,Eletronicos,1,"2210,90",BA,6667,Boleto Bancario
TRN-27848,N/A,Smartphone Y,eletronicos,,"2122,18",MG,8690 ,
TRN-10915,20.03.26,TECLADO MECANICO,Perifericos,7,"R$ 254,50",SP,7838,Cartao de Credito
TRN-7622,04/03/2026,,Perifericos,5,BRL 248.70,PE,9780,Cartao de Credito
TRN-41696,03-27-2026,Teclado Mecanico,ND,15,"R$ 243,64",SC,ID-4380,PIX
TRN-3023,08.02.26,Tablet Z,eletronicos,1,BRL 1218.70,CE,4834,
TRN-14434,31.01.26,Tablet Z,Eletronicos,4,"1106,91",SP,2329,Boleto Bancario
TRN-3743,2026-01-20,Sm@rtphon3 Y,Eletronicos,11,"2087,87",BA,8564,Pix
TRN-11450,29.06.26,TABLET Z,eletronicos,2,"R$ 1.270,89",CE,9993,Cartao de Credito
TRN-44176,2026/02/20 00:00:00,  Teclado Mecanico ,Perifericos,,241.9278747599711,SC,ID-4664,Cartao de Credito
TRN-26820,N/A,  Mouse Sem Fio ,Perifericos,3,sem preco,BA,3745,Cartao de Credito
TRN-43276,22/03/2026,T3cl@do M3c@nico,Perifericos,2.0,BRL 243.84,PE,5306,PIX
TRN-41741,05-05-2026,Sm@rtphon3 Y,Eletronicos,8,sem preco,PE,2469,Boleto Bancario
TRN-5758,2026/03/14 00:00:00,Not3book X,Eletronicos,,BRL 3377.69,SP,ID-9428,Pix
TRN-13578,02-05-2026,Fone de Ouvido,Audio,5,"172,92", PR ,9014 ,Pix
TRN-15515,2026-02-04,Not3book X,ND,15,sem preco, RS ,1470 ,BOLETO BANCARIO
TRN-1902,12.05.26,smartphone y,Eletronicos,,2169.80,PE,2391,Pix
TRN-47439,22/06/2026,Fone de Ouvido,Audio,12,"R$ 163,84",PR,3427 ,Pix
TRN-5377,N/A,Smartphone Y,Eletronicos,6,BRL 1896.36,MG-,1223,Pix
TRN-24908,05/04/2026,Monitor 24,Perifericos,11,BRL 775.54,MG,3240 ,Pix
TRN-23767,08/02/2026,Monitor 24,,6,BRL 854.34,BA,8910,Cartao de Credito
TRN-11993,01-02-2026,Tablet Z,Eletronicos,4,"R$ 1.269,99",SP,2939,Pix
TRN-18297,26/05/2026,tablet z,Eletronicos,1.0,BRL 1128.87,pe,ID-2318,Pix
TRN-45988,18/04/2026,Mouse Sem Fio,Perifericos,15,116.81,SP,ID-3986,
TRN-42596,2026/03/26 00:00:00,mouse sem fio,Perifericos,13,113.57881099523495,RJ,ID-2438,Cartao de Credito
TRN-19350,2026-04-28,,ND,5,1213.59, RJ ,7432,Boleto Bancario
TRN-26157,21/06/2026,Mous3 S3m Fio,Perifericos,7,sem preco,SP,3829,cartao de credito
18474,2026/02/19 00:00:00,Mouse Sem Fio,Perifericos,8,"123,80",CE,6362,Boleto Bancario
TRN-49472,05.02.26,fone de ouvido,,3,"191,92",SP,1634,Boleto Bancario
TRN-35544,28.06.26,Monitor 24,Perifericos,7,850.69,CE,5825,Pix
TRN-33063,01/05/2026,Fone de Ouvido,Audio,1,sem preco,CE,9788,Pix
TRN-21392,2026-06-15,Notebook X,Eletronicos,3,BRL 3632.75,BA,8521,Boleto Bancario
TRN-7862,26/03/2026,Fone de Ouvido,Audio,8,BRL 166.52,SC,4125,Cartao de Credito
TRN-46881,2026/05/15 00:00:00,Monitor 24,perifericos,9,BRL 759.36, PR ,4981,BOLETO BANCARIO
2311,N/A,Notebook X,Eletronicos,11,"R$ 3.829,73",CE,4696,Cartao de Credito
TRN-26327,2026/03/11 00:00:00,Smartphone Y,ND,4,BRL 2182.02,GO,4137,Pix
TRN-1072,2026-02-17,NOTEBOOK X,Eletronicos,1 pcs,"3438,06",MG,2219 ,Boleto Bancario
TRN-10871,23/06/2026,Smartphone Y,Eletronicos,8.0,"1896,29",GO,3224,CC
TRN-17716,03-22-2026,FONE DE OUVIDO,Audio,12,183.38,PR,5948,pix
TRN-11935,2026-05-07,  Smartphone Y ,eletronicos,12,"R$ 2.045,03",SC,4838,CARTAO DE CREDITO
TRN-13232,24.04.26,Tablet Z,ND,10 pcs,"R$ 1.284,78",rj,1645,Boleto Bancario
TRN-36280,2026/02/14 00:00:00,Tablet Z,Eletronicos,15,"1113,37",RJ,6618,Boleto Bancario
TRN-23659,22/03/2026,  Mouse Sem Fio ,,12,"130,35",BA,5991,BOLETO BANCARIO
TRN-42071,2026-06-11,FONE DE OUVIDO,Audio,3,189.66374147320556,MG,1018,Cartao de Credito
TRN-21762,N/A,Notebook X,eletronicos,8,3347.73,SC,4465,Boleto Bancario
TRN-13614,2026-06-26,teclado mecanico,Perifericos,3,"258,73", SP ,1519,
TRN-3302,19/05/2026,Smartphone Y,ND,8,2282.15,PE,6757,Pix
TRN-16241,17.01.26,Fone de Ouvido,Audio,,BRL 179.10,CE,9727,Pix
TRN-18792,03-09-2026,  Tablet Z ,Eletronicos,7,"R$ 1.228,11", RS ,5219,Pix
TRN-23714,09.05.26,Mouse Sem Fio,ND,-2,BRL 110.03,GO,7319,
TRN-19425,2026-04-05,Smartphone Y,eletronicos,12,1928.26,BA,2156,Pix
TRN-22014,26.02.26,Fone de Ouvido,Audio,12,"R$ 195,21",BA-,4974,
TRN-26395,08/03/2026,Tablet Z,eletronicos,,BRL 1081.09,BA,8815,Pix
TRN-26553,20.04.26,T@bl3t Z,Eletronicos,13,1185.43,PE,ID-3488,Boleto Bancario
TRN-5719,06/03/2026,Monitor 24,perifericos,1,"R$ 765,59",MG,9363,BOLETO BANCARIO
TRN-43656,2026-01-01,mouse sem fio,perifericos,12,"113,38",MG,2201,pix
TRN-28969,2026-06-19,Monitor 24,Perifericos,11,874.45,CE,6959,boleto bancario
TRN-3137,16/04/2026,TABLET Z,,15,sem preco,GO,5814,Cartao de Credito
TRN-9842,06/03/2026,,Eletronicos,2,1982.9728328706817,BA,6765 ,Pix
TRN-16076,2026-05-26,Tablet Z,Eletronicos,5,"1289,57",RS,ID-9892,cartao de credito
TRN-41535,2026/01/18 00:00:00,Tablet Z,Eletronicos,5,1186.15,MG,7026,boleto bancario
TRN-39595,2026/03/30 00:00:00,Monitor 24,Perifericos,14,"856,59",PR-,7674,Pix
TRN-34701,05-09-2026,Tablet Z,,14,1260.80,RS,1970,Boleto Bancario
TRN-27837,16.02.26,Teclado Mecanico,Perifericos,12 pcs,"270,29",RS,3151,pix
TRN-48560,11/02/2026,Fone de Ouvido,Audio,5,sem preco,GO,7631,Cartao de Credito
TRN-4105,2026-01-05,Fone de Ouvido,Audio,13,179.03,MG-,8251,Boleto Bancario
TRN-9765,2026-05-20,mouse sem fio,Perifericos,3 pcs,"131,80",RS,9863,boleto bancario
TRN-38670,2026/02/18 00:00:00,Monitor 24,Perifericos,-11,781.0541853681192, RS ,1941,Boleto Bancario
16934,02.03.26,Teclado Mecanico,Perifericos,10,sem preco,Rio de Janeiro,9637,cartao de credito
TRN-21537,01.02.26,  Monitor 24 ,Perifericos,1 pcs,"857,88",RS,5654,
TRN-25913,28.01.26,  Teclado Mecanico ,Perifericos,,267.95,BA,9003 ,Pix
TRN-46004,21.04.26,  Teclado Mecanico ,,,"262,44", BA ,7756,Cartao de Credito
TRN-29166,05-24-2026,Smartphone Y,,4,"2256,83",PE,8555,cartao de credito
TRN-14579,07/06/2026,MOUSE SEM FIO,Perifericos,1,"R$ 131,20",GO,7614,Cartao de Credito
23216,2026-05-29,Mouse Sem Fio,perifericos,1,sem preco,CE,9866,Cartao de Credito
TRN-32756,2026-04-09,,Eletronicos,10,BRL 2289.30,pr,3369,cartao de credito
TRN-35022,N/A,  Tablet Z ,,9.0,"R$ 1.200,30",PE,4707,Cartao de Credito
TRN-38467,03-25-2026,Notebook X,Eletronicos,2,"R$ 3.348,47",RJ,4784,Cartao de Credito
TRN-44487,2026-04-01,Monitor 24,,13,822.37,BA,1980,Boleto Bancario
TRN-29284,2026/02/02 00:00:00,Fone de Ouvido,Audio,1.0,184.43,PE,6418,Cartao de Credito
TRN-21867,05.03.26,MOUSE SEM FIO,Perifericos,12,"128,04",SP,3212,
TRN-23831,2026-06-29,Tablet Z,eletronicos,6,"1206,61",CE,3631,Boleto Bancario
TRN-11582,2026-06-07,Monitor 24,Perifericos,-9,780.23,CE,3848,Cartao de Credito
TRN-30900,2026-02-21,,Eletronicos,10.0,BRL 1091.86,RS,4296,Boleto Bancario
TRN-25081,2026/06/27 00:00:00,Notebook X,Eletronicos,3,3408.2693628867028,BA,6933 ,Cartao de Credito
TRN-39506,2026-01-12,Monitor 24,,9,sem preco,PR,9715,Cartao de Credito
TRN-8617,28/04/2026,Smartphone Y,Eletronicos,8,2272.1181481418994,PR,7632,Cartao de Credito
TRN-44114,N/A,,,12,BRL 798.99,BA,4011,Boleto Bancario
TRN-913,02.03.26,Smartphone Y,Eletronicos,14,BRL 2277.04,PR,6727,Cartao de Credito
TRN-19358,04/04/2026,Mouse Sem Fio,Perifericos,6,BRL 108.86,BA,ID-9737,
TRN-49794,N/A,Fone de Ouvido,Audio,4,"R$ 190,06",SP,1706,Boleto Bancario
TRN-10564,01-11-2026,Not3book X,Eletronicos,3,"3287,57",MG,4454,pix
TRN-8905,N/A,  Smartphone Y ,Eletronicos,2,2007.08,SC,9433,Boleto Bancario
TRN-13664,21.04.26,Mouse Sem Fio,Perifericos,11,118.43736571627188,rs,6646,Boleto Bancario
9686,02/04/2026,tablet z,Eletronicos,2,"R$ 1.152,35",RJ,3367,Boleto Bancario
TRN-37804,2026/01/02 00:00:00,  Fone de Ouvido ,Audio,6,"176,05",RJ,8343,Pix
TRN-39121,06.02.26,Monitor 24,Perifericos,11,BRL 723.29,SC,8580,Boleto Bancario
TRN-1633,17.03.26,  Notebook X ,Eletronicos,5 pcs,3154.63,BA,5135,Cartao de Credito
TRN-28228,2026/04/30 00:00:00,Mouse Sem Fio,Perifericos,13,125.7943955826923,RJ,2946,CARTAO DE CREDITO
TRN-19414,01-25-2026,  Mouse Sem Fio ,Perifericos,4.0,117.15, PE ,2081 ,Pix
TRN-24921,2026-02-18,Tablet Z,Eletronicos,7,1180.31, BA ,4795,Boleto Bancario
TRN-13028,25.04.26,Tablet Z,Eletronicos,-6,1233.044597761025,RJ,ID-1339,Cartao de Credito
TRN-37312,22/04/2026,SMARTPHONE Y,eletronicos,,1976.62,ce,5441,Boleto Bancario
TRN-18807,03-06-2026,Notebook X,ND,13,BRL 3715.78, SC ,4328,Pix
TRN-36589,03-02-2026,TECLADO MECANICO,Perifericos,12,264.51, PR ,ID-7141,boleto bancario
TRN-47965,09.04.26,  Teclado Mecanico ,Perifericos,5,272.1086696841918,pr,6943,Pix
TRN-6766,02-10-2026,,Perifericos,11,sem preco,SP,4886,Boleto Bancario
TRN-33739,05-08-2026,NOTEBOOK X,,4,BRL 3692.10,SC-,3411,Cartao de Credito
TRN-14265,2026-03-06,Fone de Ouvido,Audio,11,BRL 179.17,MG,4214,Pix
TRN-46008,2026-06-21,MOUSE SEM FIO,Perifericos,13,BRL 108.25,PR,6275,Boleto Bancario
TRN-29467,04-21-2026,Tablet Z,Eletronicos,14,1165.76,PR,7414,Pix
TRN-19007,11/03/2026,Fone de Ouvido,ND,13,177.38,PE,4949 ,Boleto Bancario
TRN-36057,2026/04/12 00:00:00,Smartphone Y,ND,2,"R$ 2.126,61",CE,4523,Cartao de Credito
TRN-787,2026-06-13,Smartphone Y,,11,"2181,40",RJ-,7514,Pix
TRN-44144,02-28-2026,Tablet Z,Eletronicos,3,sem preco,SC,1327,pix
TRN-9026,2026/02/23 00:00:00,NOTEBOOK X,Eletronicos,14,sem preco,BA,7365,BOLETO BANCARIO
TRN-34350,2026-05-12,Teclado Mecanico,Perifericos,5,"R$ 226,71",MG,9288,Boleto Bancario
TRN-45507,05-18-2026,Notebook X,Eletronicos,7,"3603,35",BA,ID-9059,Boleto Bancario
TRN-23614,2026-02-06,Fone de Ouvido,Audio,15,sem preco,SP,5457,boleto bancario
TRN-37283,2026-04-23,teclado mecanico,Perifericos,1 pcs,"R$ 233,01",CE,1593,Cartao de Credito
TRN-45381,02-16-2026,Teclado Mecanico,ND,4 pcs,BRL 256.18,SC-,1455,PIX
TRN-23435,21/04/2026,,Eletronicos,-5,"R$ 1.969,34",PE,4334,Boleto Bancario
TRN-12163,03-25-2026,Fone de Ouvido,Audio,2,BRL 189.40,PR,1829,Pix
32400,04-03-2026,Fone de Ouvido,,15,"175,70",GO,4695,Boleto Bancario
TRN-25164,28/06/2026,Monitor 24,Perifericos,-5,"742,84",PE,8200,Pix
TRN-20422,2026/03/07 00:00:00,Mouse Sem Fio,perifericos,3,"130,33",GO,5656,Pix
TRN-17077,2026/03/02 00:00:00,Not3book X,ND,2,"R$ 3.587,36",MG,1219,pix
42656,2026-02-06,Mouse Sem Fio,Perifericos,-15,BRL 124.26,mg,2798,Cartao de Credito
TRN-138,14/03/2026,Notebook X,Eletronicos,6,BRL 3458.64,GO,1943,CC
TRN-43547,2026/05/29 00:00:00,Monitor 24,perifericos,9.0,BRL 806.23,PR,8163,Cartao de Credito
TRN-1668,02/06/2026,Mouse Sem Fio,Perifericos,12,"123,02",PE-,8437,Cartao de Credito
TRN-47038,01/02/2026,Mous3 S3m Fio,,1,111.14,PR,1928 ,
TRN-30502,04-02-2026,  Fone de Ouvido ,Audio,15,"186,71",BA,4007,
TRN-108,13.02.26,notebook x,Eletronicos,7,3458.60,CE,ID-2242,Boleto Bancario
TRN-22243,05-26-2026,Tablet Z,ND,1,"R$ 1.185,30",SP-,5069,Boleto Bancario
TRN-39339,06-04-2026,Monitor 24,Perifericos,8,759.5508809366975,ce,4692,BOLETO BANCARIO
TRN-28100,03/06/2026,Fone de Ouvido,Audio,11,183.41493098311958,SC,4442,Boleto Bancario
TRN-38472,01-16-2026,Monitor 24,Perifericos,10,BRL 752.65,CE,1442,Cartao de Credito
TRN-32650,2026-06-08,Fone de Ouvido,audio,11,194.88,SP,1630,Boleto Bancario
TRN-49302,2026/04/19 00:00:00,Mouse Sem Fio,Perifericos,6,126.01,RJ,4531,Cartao de Credito
TRN-30152,06.03.26,Teclado Mecanico,Perifericos,11,"236,19",CE,1102,Cartao de Credito
TRN-14218,03-12-2026,  Tablet Z ,Eletronicos,7,BRL 1096.60,PE,2275,pix
TRN-18462,12/05/2026,Notebook X,Eletronicos,6,sem preco,Sao Paulo,2774,Cartao de Credito
TRN-7760,2026/06/01 00:00:00,Monitor 24,Perifericos,11,766.94,GO,4124,Pix
TRN-47738,2026-05-11,Tablet Z,Eletronicos,4,BRL 1297.25,sc,2851 ,Cartao de Credito
TRN-40224,20/01/2026,  Smartphone Y ,Eletronicos,8,"1907,88",rj,6096,boleto bancario
TRN-25451,16.01.26,Notebook X,Eletronicos,9 pcs,"3592,78",RS,2176,Cartao de Credito
TRN-27013,30.03.26,  Tablet Z ,Eletronicos,2,"1087,87",GO,1294,cartao de credito
49128,11.03.26,Notebook X,,,BRL 3435.09,mg,ID-4014,boleto bancario
TRN-31068,2026-05-24,Not3book X,eletronicos,12,3157.11,RS,7648,Boleto Bancario
TRN-21563,05-06-2026,Teclado Mecanico,Perifericos,4,227.27,GO,8582,
TRN-41786,05-30-2026,Monitor 24,Perifericos,14,"858,07",BA,8091,Pix
TRN-43193,2026/06/12 00:00:00,,Eletronicos,12,sem preco,CE,2815,boleto bancario
TRN-18955,2026-02-12,Smartphone Y,Eletronicos,10,2256.65,SP-,4990,Cartao de Credito
TRN-15601,15/06/2026,  Notebook X ,,6,"R$ 3.579,72", MG ,1818 ,boleto bancario
TRN-36409,23/04/2026,Tablet Z,,12.0,1144.20,GO-,ID-9507,Pix
TRN-45532,26.03.26,Notebook X,Eletronicos,1,3557.08,CE,7740,Pix
TRN-40542,23.04.26,Teclado Mecanico,Perifericos,14,"R$ 237,81",RS,4873,Pix
TRN-43038,04.01.26,Notebook X,ND,5,"3741,37",SP,2214,Cartao de Credito
TRN-6798,01-25-2026,  Monitor 24 ,Perifericos,-14,"R$ 725,33",go,7564,Cartao de Credito
TRN-36402,02/01/2026,Fone de Ouvido,ND,10,179.02530014522682,GO,9911,Cartao de Credito
TRN-3083,03-29-2026,Mouse Sem Fio,Perifericos,7,sem preco,rj,3045,Cartao de Credito
TRN-37574,2026-02-07,  Tablet Z ,Eletronicos,5,"R$ 1.290,12",BA,6798,Pix
TRN-41566,05-29-2026,Fone de Ouvido,Audio,6,"165,68",CE,7079,
TRN-47267,2026-04-25,Tablet Z,Eletronicos,2,"R$ 1.253,03",PE-,5099,Pix
TRN-44623,11/01/2026,Mous3 S3m Fio,Perifericos,11,BRL 109.06,BA,1067,Boleto Bancario
TRN-41794,2026-02-23,  Fone de Ouvido ,Audio,14,BRL 193.41,BA,4888,Cartao de Credito
TRN-14035,N/A,Tablet Z,,11,"1134,66",MG,2151 ,Pix
25964,01-14-2026,T@bl3t Z,ND,9.0,"R$ 1.088,11",PR,8295,Boleto Bancario
TRN-17665,2026/06/03 00:00:00,Teclado Mecanico,,5,"R$ 254,05",Minas Gerais,7449 ,Boleto Bancario
TRN-15654,2026/06/03 00:00:00,Mouse Sem Fio,Perifericos,2,"127,50",PR,2671,Cartao de Credito
TRN-25333,2026/04/08 00:00:00,Mouse Sem Fio,,11,127.96,sp,9841 ,Boleto Bancario
TRN-31470,03-20-2026,Fone de Ouvido,Audio,3,"R$ 169,48",CE-,1627,Pix
TRN-35760,2026-02-15,Mous3 S3m Fio,,6,sem preco,CE,3676,Cartao de Credito
TRN-13464,13/06/2026,Monitor 24,Perifericos,3,747.18,SC,6373,Pix
TRN-19959,25/06/2026,SMARTPHONE Y,Eletronicos,6.0,2236.80,MG,1263,Pix
TRN-43641,2026-04-08,Fon3 d3 Ouvido,Audio,12,163.60,MG,1307 ,
TRN-20586,05/05/2026,,Perifericos,6,"R$ 774,07",SP,7253,Pix
TRN-3232,2026-03-28,Notebook X,Eletronicos,13,sem preco,SC,8499,Pix
TRN-47630,2026-01-08,Smartphone Y,Eletronicos,4 pcs,BRL 2205.62,CE,ID-1640,Boleto Bancario
